INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
82	女主角t02001护腕.mesh	女主角t02001护腕	男主角t02001护腕.mesh	男主角t02001护腕	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
83	女主角t03001护腕.mesh	女主角t03001护腕	男主角t03001护腕.mesh	男主角t03001护腕	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
84	女主角t04001护腕.mesh	女主角t04001护腕	男主角t04001护腕.mesh	男主角t04001护腕	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
85	女主角t05001护腕.mesh	女主角t05001护腕	男主角t05001护腕.mesh	男主角t05001护腕	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
86	女主角t06001护腕.mesh	女主角t06001护腕	男主角t06001护腕.mesh	男主角t06001护腕	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
87	女主角t07001护腕.mesh	女主角t07001护腕	男主角t07001护腕.mesh	男主角t07001护腕	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
88	女主角t08001护腕.mesh	女主角t08001护腕	男主角t08001护腕.mesh	男主角t08001护腕	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
89	女主角t09001护腕.mesh	女主角t09001护腕	男主角t09001护腕.mesh	男主角t09001护腕	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
90	女主角t10001护腕.mesh	女主角t10001护腕	男主角t10001护腕.mesh	男主角t10001护腕	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
91	女主角b01001帽子.mesh	女主角b01001帽子	男主角b01001帽子.mesh	男主角b01001帽子	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
92	女主角b02001帽子.mesh	女主角b02001帽子	男主角b02001帽子.mesh	男主角b02001帽子	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
93	女主角b03001帽子.mesh	女主角b03001帽子	男主角b03001帽子.mesh	男主角b03001帽子	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
94	女主角b04001帽子.mesh	女主角b04001帽子	男主角b04001帽子.mesh	男主角b04001帽子	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
95	女主角b05001帽子.mesh	女主角b05001帽子	男主角b05001帽子.mesh	男主角b05001帽子	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
96	女主角b06001帽子.mesh	女主角b06001帽子	男主角b06001帽子.mesh	男主角b06001帽子	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
97	女主角b07001帽子.mesh	女主角b07001帽子	男主角b07001帽子.mesh	男主角b07001帽子	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
98	女主角b08001帽子.mesh	女主角b08001帽子	男主角b08001帽子.mesh	男主角b08001帽子	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
