INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
3210	≥…ƒÍ±±º´–‹	321	65	9	0	0	1000	10	686	300000	-1	-1	668	900000	658	250000	702	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	954	1379	848	848	954	1153	1268	1325	1498	1729	30	150	500	20	300	7200000	3210
3211	±‰“Ï±±º´–‹	321	65	9	1	0	1000	10	686	300000	-1	-1	668	900000	658	250000	702	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1012	1462	899	899	1012	1153	1268	1325	1498	1729	30	150	500	20	300	7200000	3210
3212	±‰“Ï±±º´–‹	321	65	9	1	0	1000	10	686	300000	-1	-1	668	900000	658	250000	702	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1069	1544	950	950	1069	1153	1268	1325	1498	1729	30	150	500	20	300	7200000	3210
3213	±‰“Ï±±º´–‹	321	65	9	1	0	1000	10	686	300000	-1	-1	668	900000	658	250000	702	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1126	1627	1001	1001	1126	1153	1268	1325	1498	1729	30	150	500	20	300	7200000	3210
3214	±‰“Ï±±º´–‹	321	65	9	1	0	1000	10	686	300000	-1	-1	668	900000	658	250000	702	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1184	1710	1052	1052	1184	1153	1268	1325	1498	1729	30	150	500	20	300	7200000	3210
3215	±‰“Ï±±º´–‹	321	65	9	1	0	1000	10	686	300000	-1	-1	668	900000	658	250000	702	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1241	1793	1103	1103	1241	1153	1268	1325	1498	1729	30	150	500	20	300	7200000	3210
3219	±±º´–‹±¶±¶	321	65	9	0	1	1000	10	686	300000	-1	-1	668	900000	658	250000	702	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	954	1379	848	848	954	1153	1268	1325	1498	1729	30	150	500	20	300	7200000	3210
3220	≥…ƒÍø◊»∏	322	65	9	0	0	11	10	684	200000	-1	-1	654	900000	728	250000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	742	848	1379	848	1167	1153	1268	1325	1498	1729	100	800	50	30	20	7200000	3220
3221	±‰“Ïø◊»∏	322	65	9	1	0	11	10	684	200000	-1	-1	654	900000	728	250000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	787	899	1462	899	1237	1153	1268	1325	1498	1729	100	800	50	30	20	7200000	3220
3222	±‰“Ïø◊»∏	322	65	9	1	0	11	10	684	200000	-1	-1	654	900000	728	250000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	831	950	1544	950	1307	1153	1268	1325	1498	1729	100	800	50	30	20	7200000	3220
3223	±‰“Ïø◊»∏	322	65	9	1	0	11	10	684	200000	-1	-1	654	900000	728	250000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	876	1001	1627	1001	1377	1153	1268	1325	1498	1729	100	800	50	30	20	7200000	3220
3224	±‰“Ïø◊»∏	322	65	9	1	0	11	10	684	200000	-1	-1	654	900000	728	250000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	920	1052	1710	1052	1447	1153	1268	1325	1498	1729	100	800	50	30	20	7200000	3220
3225	±‰“Ïø◊»∏	322	65	9	1	0	11	10	684	200000	-1	-1	654	900000	728	250000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	965	1103	1793	1103	1517	1153	1268	1325	1498	1729	100	800	50	30	20	7200000	3220
3229	ø◊»∏±¶±¶	322	65	9	0	1	11	10	684	200000	-1	-1	654	900000	728	250000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	742	848	1379	848	1167	1153	1268	1325	1498	1729	100	800	50	30	20	7200000	3220
3230	≥…ƒÍΩ£≥›ª¢	323	65	9	0	0	1000	10	694	200000	-1	-1	661	900000	722	250000	726	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1061	954	848	1379	742	1153	1268	1325	1498	1729	20	300	150	500	30	7200000	3230
3231	±‰“ÏΩ£≥›ª¢	323	65	9	1	0	1000	10	694	200000	-1	-1	661	900000	722	250000	726	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1124	1012	899	1462	787	1153	1268	1325	1498	1729	20	300	150	500	30	7200000	3230
3232	±‰“ÏΩ£≥›ª¢	323	65	9	1	0	1000	10	694	200000	-1	-1	661	900000	722	250000	726	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1188	1069	950	1544	831	1153	1268	1325	1498	1729	20	300	150	500	30	7200000	3230
3233	±‰“ÏΩ£≥›ª¢	323	65	9	1	0	1000	10	694	200000	-1	-1	661	900000	722	250000	726	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1251	1126	1001	1627	876	1153	1268	1325	1498	1729	20	300	150	500	30	7200000	3230
3234	±‰“ÏΩ£≥›ª¢	323	65	9	1	0	1000	10	694	200000	-1	-1	661	900000	722	250000	726	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1315	1184	1052	1710	920	1153	1268	1325	1498	1729	20	300	150	500	30	7200000	3230
3235	±‰“ÏΩ£≥›ª¢	323	65	9	1	0	1000	10	694	200000	-1	-1	661	900000	722	250000	726	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1241	1103	1793	965	1153	1268	1325	1498	1729	20	300	150	500	30	7200000	3230
3239	Ω£≥›ª¢±¶±¶	323	65	9	0	1	1000	10	694	200000	-1	-1	661	900000	722	250000	726	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1061	954	848	1379	742	1153	1268	1325	1498	1729	20	300	150	500	30	7200000	3230
3240	≥…ƒÍ¥Û–…–…	324	65	9	0	0	1000	10	736	300000	-1	-1	734	900000	662	250000	706	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1061	1061	1061	1061	1061	1153	1268	1325	1498	1729	20	30	150	300	500	7200000	3240
3241	±‰“Ï¥Û–…–…	324	65	9	1	0	1000	10	736	300000	-1	-1	734	900000	662	250000	706	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1124	1124	1124	1124	1124	1153	1268	1325	1498	1729	20	30	150	300	500	7200000	3240
3242	±‰“Ï¥Û–…–…	324	65	9	1	0	1000	10	736	300000	-1	-1	734	900000	662	250000	706	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1188	1188	1188	1188	1188	1153	1268	1325	1498	1729	20	30	150	300	500	7200000	3240
3243	±‰“Ï¥Û–…–…	324	65	9	1	0	1000	10	736	300000	-1	-1	734	900000	662	250000	706	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1251	1251	1251	1251	1251	1153	1268	1325	1498	1729	20	30	150	300	500	7200000	3240
3244	±‰“Ï¥Û–…–…	324	65	9	1	0	1000	10	736	300000	-1	-1	734	900000	662	250000	706	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1315	1315	1315	1315	1315	1153	1268	1325	1498	1729	20	30	150	300	500	7200000	3240
3245	±‰“Ï¥Û–…–…	324	65	9	1	0	1000	10	736	300000	-1	-1	734	900000	662	250000	706	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1379	1379	1379	1379	1153	1268	1325	1498	1729	20	30	150	300	500	7200000	3240
3249	¥Û–…–…±¶±¶	324	65	9	0	1	1000	10	736	300000	-1	-1	734	900000	662	250000	706	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1061	1061	1061	1061	1061	1153	1268	1325	1498	1729	20	30	150	300	500	7200000	3240
3250	≥…ƒÍœ¨≈£	325	75	9	0	0	100	10	690	300000	-1	-1	710	900000	722	250000	716	100000	668	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	991	1432	881	881	991	1255	1380	1443	1631	1882	30	50	700	120	100	7200000	3250
3251	±‰“Ïœ¨≈£	325	75	9	1	0	100	10	690	300000	-1	-1	710	900000	722	250000	716	100000	668	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1041	1504	925	925	1041	1255	1380	1443	1631	1882	30	50	700	120	100	7200000	3250
3252	±‰“Ïœ¨≈£	325	75	9	1	0	100	10	690	300000	-1	-1	710	900000	722	250000	716	100000	668	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1090	1575	969	969	1090	1255	1380	1443	1631	1882	30	50	700	120	100	7200000	3250
3253	±‰“Ïœ¨≈£	325	75	9	1	0	100	10	690	300000	-1	-1	710	900000	722	250000	716	100000	668	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1140	1647	1013	1013	1140	1255	1380	1443	1631	1882	30	50	700	120	100	7200000	3250
3254	±‰“Ïœ¨≈£	325	75	9	1	0	100	10	690	300000	-1	-1	710	900000	722	250000	716	100000	668	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1190	1719	1057	1057	1190	1255	1380	1443	1631	1882	30	50	700	120	100	7200000	3250
3255	±‰“Ïœ¨≈£	325	75	9	1	0	100	10	690	300000	-1	-1	710	900000	722	250000	716	100000	668	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1239	1790	1102	1102	1239	1255	1380	1443	1631	1882	30	50	700	120	100	7200000	3250
3256	±‰“Ïœ¨≈£	325	75	9	1	0	100	10	690	300000	-1	-1	710	900000	722	250000	716	100000	668	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1289	1862	1146	1146	1289	1255	1380	1443	1631	1882	30	50	700	120	100	7200000	3250
3259	œ¨≈£±¶±¶	325	75	9	0	1	100	10	690	300000	-1	-1	710	900000	722	250000	716	100000	668	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	991	1432	881	881	991	1255	1380	1443	1631	1882	30	50	700	120	100	7200000	3250
3260	≥…ƒÍ—©ıı	326	75	9	0	0	1000	10	684	300000	-1	-1	702	900000	712	250000	730	100000	652	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1102	991	881	1432	771	1255	1380	1443	1631	1882	20	50	20	900	10	7200000	3260
3261	±‰“Ï—©ıı	326	75	9	1	0	1000	10	684	300000	-1	-1	702	900000	712	250000	730	100000	652	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1157	1041	925	1504	809	1255	1380	1443	1631	1882	20	50	20	900	10	7200000	3260
3262	±‰“Ï—©ıı	326	75	9	1	0	1000	10	684	300000	-1	-1	702	900000	712	250000	730	100000	652	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1212	1090	969	1575	848	1255	1380	1443	1631	1882	20	50	20	900	10	7200000	3260
3263	±‰“Ï—©ıı	326	75	9	1	0	1000	10	684	300000	-1	-1	702	900000	712	250000	730	100000	652	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1267	1140	1013	1647	887	1255	1380	1443	1631	1882	20	50	20	900	10	7200000	3260
3264	±‰“Ï—©ıı	326	75	9	1	0	1000	10	684	300000	-1	-1	702	900000	712	250000	730	100000	652	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1322	1190	1057	1719	925	1255	1380	1443	1631	1882	20	50	20	900	10	7200000	3260
3265	±‰“Ï—©ıı	326	75	9	1	0	1000	10	684	300000	-1	-1	702	900000	712	250000	730	100000	652	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1377	1239	1102	1790	964	1255	1380	1443	1631	1882	20	50	20	900	10	7200000	3260
3266	±‰“Ï—©ıı	326	75	9	1	0	1000	10	684	300000	-1	-1	702	900000	712	250000	730	100000	652	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	1289	1146	1862	1002	1255	1380	1443	1631	1882	20	50	20	900	10	7200000	3260
3269	—©ıı±¶±¶	326	75	9	0	1	1000	10	684	300000	-1	-1	702	900000	712	250000	730	100000	652	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1102	991	881	1432	771	1255	1380	1443	1631	1882	20	50	20	900	10	7200000	3260
3270	≥…ƒÍΩ£¡˙	327	75	9	0	0	100	10	737	300000	-1	-1	710	900000	658	250000	668	100000	724	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	991	1432	881	881	991	1255	1380	1443	1631	1882	500	300	150	30	20	7200000	3270
3271	±‰“ÏΩ£¡˙	327	75	9	1	0	100	10	737	300000	-1	-1	710	900000	658	250000	668	100000	724	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1041	1504	925	925	1041	1255	1380	1443	1631	1882	500	300	150	30	20	7200000	3270
3272	±‰“ÏΩ£¡˙	327	75	9	1	0	100	10	737	300000	-1	-1	710	900000	658	250000	668	100000	724	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1090	1575	969	969	1090	1255	1380	1443	1631	1882	500	300	150	30	20	7200000	3270
3273	±‰“ÏΩ£¡˙	327	75	9	1	0	100	10	737	300000	-1	-1	710	900000	658	250000	668	100000	724	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1140	1647	1013	1013	1140	1255	1380	1443	1631	1882	500	300	150	30	20	7200000	3270
3274	±‰“ÏΩ£¡˙	327	75	9	1	0	100	10	737	300000	-1	-1	710	900000	658	250000	668	100000	724	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1190	1719	1057	1057	1190	1255	1380	1443	1631	1882	500	300	150	30	20	7200000	3270
3275	±‰“ÏΩ£¡˙	327	75	9	1	0	100	10	737	300000	-1	-1	710	900000	658	250000	668	100000	724	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1239	1790	1102	1102	1239	1255	1380	1443	1631	1882	500	300	150	30	20	7200000	3270
3276	±‰“ÏΩ£¡˙	327	75	9	1	0	100	10	737	300000	-1	-1	710	900000	658	250000	668	100000	724	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1289	1862	1146	1146	1289	1255	1380	1443	1631	1882	500	300	150	30	20	7200000	3270
3279	Ω£¡˙±¶±¶	327	75	9	0	1	100	10	737	300000	-1	-1	710	900000	658	250000	668	100000	724	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	991	1432	881	881	991	1255	1380	1443	1631	1882	500	300	150	30	20	7200000	3270
3280	≥…ƒÍÒï¬Ì	328	75	9	0	0	100	10	694	300000	-1	-1	706	900000	732	250000	716	100000	726	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	1212	771	991	771	1255	1380	1443	1631	1882	10	20	800	20	150	7200000	3280
3281	±‰“ÏÒï¬Ì	328	75	9	1	0	100	10	694	300000	-1	-1	706	900000	732	250000	716	100000	726	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1504	1272	809	1041	809	1255	1380	1443	1631	1882	10	20	800	20	150	7200000	3280
3282	±‰“ÏÒï¬Ì	328	75	9	1	0	100	10	694	300000	-1	-1	706	900000	732	250000	716	100000	726	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1575	1333	848	1090	848	1255	1380	1443	1631	1882	10	20	800	20	150	7200000	3280
3283	±‰“ÏÒï¬Ì	328	75	9	1	0	100	10	694	300000	-1	-1	706	900000	732	250000	716	100000	726	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1647	1394	887	1140	887	1255	1380	1443	1631	1882	10	20	800	20	150	7200000	3280
3284	±‰“ÏÒï¬Ì	328	75	9	1	0	100	10	694	300000	-1	-1	706	900000	732	250000	716	100000	726	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1719	1454	925	1190	925	1255	1380	1443	1631	1882	10	20	800	20	150	7200000	3280
3285	±‰“ÏÒï¬Ì	328	75	9	1	0	100	10	694	300000	-1	-1	706	900000	732	250000	716	100000	726	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1790	1515	964	1239	964	1255	1380	1443	1631	1882	10	20	800	20	150	7200000	3280
3286	±‰“ÏÒï¬Ì	328	75	9	1	0	100	10	694	300000	-1	-1	706	900000	732	250000	716	100000	726	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1862	1575	1002	1289	1002	1255	1380	1443	1631	1882	10	20	800	20	150	7200000	3280
3289	Òï¬Ì±¶±¶	328	75	9	0	1	100	10	694	300000	-1	-1	706	900000	732	250000	716	100000	726	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	1212	771	991	771	1255	1380	1443	1631	1882	10	20	800	20	150	7200000	3280
3290	≥…ƒÍ≥˚∑Ô	329	85	9	0	0	11	10	736	300000	-1	-1	653	900000	703	250000	660	100000	714	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	500	300	100	50	50	7200000	3290
3291	±‰“Ï≥˚∑Ô	329	85	9	1	0	11	10	736	300000	-1	-1	653	900000	703	250000	660	100000	714	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	833	952	1548	952	1310	1357	1492	1560	1764	2035	500	300	100	50	50	7200000	3290
3292	±‰“Ï≥˚∑Ô	329	85	9	1	0	11	10	736	300000	-1	-1	653	900000	703	250000	660	100000	714	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	867	991	1611	991	1363	1357	1492	1560	1764	2035	500	300	100	50	50	7200000	3290
3293	±‰“Ï≥˚∑Ô	329	85	9	1	0	11	10	736	300000	-1	-1	653	900000	703	250000	660	100000	714	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	902	1031	1675	1031	1417	1357	1492	1560	1764	2035	500	300	100	50	50	7200000	3290
3294	±‰“Ï≥˚∑Ô	329	85	9	1	0	11	10	736	300000	-1	-1	653	900000	703	250000	660	100000	714	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	936	1070	1739	1070	1471	1357	1492	1560	1764	2035	500	300	100	50	50	7200000	3290
3295	±‰“Ï≥˚∑Ô	329	85	9	1	0	11	10	736	300000	-1	-1	653	900000	703	250000	660	100000	714	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	970	1109	1802	1109	1525	1357	1492	1560	1764	2035	500	300	100	50	50	7200000	3290
3296	±‰“Ï≥˚∑Ô	329	85	9	1	0	11	10	736	300000	-1	-1	653	900000	703	250000	660	100000	714	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1004	1148	1866	1148	1579	1357	1492	1560	1764	2035	500	300	100	50	50	7200000	3290
3297	±‰“Ï≥˚∑Ô	329	85	9	1	0	11	10	736	300000	-1	-1	653	900000	703	250000	660	100000	714	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1039	1187	1929	1187	1633	1357	1492	1560	1764	2035	500	300	100	50	50	7200000	3290
3299	≥˚∑Ô±¶±¶	329	85	9	0	1	11	10	736	300000	-1	-1	653	900000	703	250000	660	100000	714	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	500	300	100	50	50	7200000	3290
3300	≥…ƒÍƒÍ ﬁ	330	85	9	0	0	1000	10	694	300000	-1	-1	659	900000	722	250000	732	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1484	1256	799	1027	799	1357	1492	1560	1764	2035	50	50	100	300	500	7200000	3300
3301	±‰“ÏƒÍ ﬁ	330	85	9	1	0	1000	10	694	300000	-1	-1	659	900000	722	250000	732	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1548	1310	833	1071	833	1357	1492	1560	1764	2035	50	50	100	300	500	7200000	3300
3302	±‰“ÏƒÍ ﬁ	330	85	9	1	0	1000	10	694	300000	-1	-1	659	900000	722	250000	732	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1611	1363	867	1115	867	1357	1492	1560	1764	2035	50	50	100	300	500	7200000	3300
3303	±‰“ÏƒÍ ﬁ	330	85	9	1	0	1000	10	694	300000	-1	-1	659	900000	722	250000	732	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1675	1417	902	1159	902	1357	1492	1560	1764	2035	50	50	100	300	500	7200000	3300
3304	±‰“ÏƒÍ ﬁ	330	85	9	1	0	1000	10	694	300000	-1	-1	659	900000	722	250000	732	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1739	1471	936	1203	936	1357	1492	1560	1764	2035	50	50	100	300	500	7200000	3300
3305	±‰“ÏƒÍ ﬁ	330	85	9	1	0	1000	10	694	300000	-1	-1	659	900000	722	250000	732	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1802	1525	970	1248	970	1357	1492	1560	1764	2035	50	50	100	300	500	7200000	3300
3306	±‰“ÏƒÍ ﬁ	330	85	9	1	0	1000	10	694	300000	-1	-1	659	900000	722	250000	732	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1866	1579	1004	1292	1004	1357	1492	1560	1764	2035	50	50	100	300	500	7200000	3300
3307	±‰“ÏƒÍ ﬁ	330	85	9	1	0	1000	10	694	300000	-1	-1	659	900000	722	250000	732	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1929	1633	1039	1336	1039	1357	1492	1560	1764	2035	50	50	100	300	500	7200000	3300
3309	ƒÍ ﬁ±¶±¶	330	85	9	0	1	1000	10	694	300000	-1	-1	659	900000	722	250000	732	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1484	1256	799	1027	799	1357	1492	1560	1764	2035	50	50	100	300	500	7200000	3300
3310	≥…ƒÍ¡˙πÍ	331	85	9	0	0	1000	10	688	300000	-1	-1	718	900000	656	250000	732	100000	710	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1027	1484	913	913	1027	1357	1492	1560	1764	2035	250	100	300	100	250	7200000	3310
3311	±‰“Ï¡˙πÍ	331	85	9	1	0	1000	10	688	300000	-1	-1	718	900000	656	250000	732	100000	710	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1071	1548	952	952	1071	1357	1492	1560	1764	2035	250	100	300	100	250	7200000	3310
3312	±‰“Ï¡˙πÍ	331	85	9	1	0	1000	10	688	300000	-1	-1	718	900000	656	250000	732	100000	710	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1115	1611	991	991	1115	1357	1492	1560	1764	2035	250	100	300	100	250	7200000	3310
3313	±‰“Ï¡˙πÍ	331	85	9	1	0	1000	10	688	300000	-1	-1	718	900000	656	250000	732	100000	710	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1159	1675	1031	1031	1159	1357	1492	1560	1764	2035	250	100	300	100	250	7200000	3310
3314	±‰“Ï¡˙πÍ	331	85	9	1	0	1000	10	688	300000	-1	-1	718	900000	656	250000	732	100000	710	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1203	1739	1070	1070	1203	1357	1492	1560	1764	2035	250	100	300	100	250	7200000	3310
3315	±‰“Ï¡˙πÍ	331	85	9	1	0	1000	10	688	300000	-1	-1	718	900000	656	250000	732	100000	710	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1248	1802	1109	1109	1248	1357	1492	1560	1764	2035	250	100	300	100	250	7200000	3310
3316	±‰“Ï¡˙πÍ	331	85	9	1	0	1000	10	688	300000	-1	-1	718	900000	656	250000	732	100000	710	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1292	1866	1148	1148	1292	1357	1492	1560	1764	2035	250	100	300	100	250	7200000	3310
3317	±‰“Ï¡˙πÍ	331	85	9	1	0	1000	10	688	300000	-1	-1	718	900000	656	250000	732	100000	710	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1336	1929	1187	1187	1336	1357	1492	1560	1764	2035	250	100	300	100	250	7200000	3310
3319	¡˙πÍ±¶±¶	331	85	9	0	1	1000	10	688	300000	-1	-1	718	900000	656	250000	732	100000	710	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1027	1484	913	913	1027	1357	1492	1560	1764	2035	250	100	300	100	250	7200000	3310
3320	≥…ƒÍ”¢’–	332	85	9	0	0	100	10	700	300000	-1	-1	724	900000	728	200000	726	200000	730	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1142	1027	913	1598	799	1357	1492	1560	1764	2035	250	100	300	100	250	7200000	3320
3321	±‰“Ï”¢’–	332	85	9	1	0	100	10	700	300000	-1	-1	724	900000	728	200000	726	200000	730	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1190	1071	952	1667	833	1357	1492	1560	1764	2035	250	100	300	100	250	7200000	3320
3322	±‰“Ï”¢’–	332	85	9	1	0	100	10	700	300000	-1	-1	724	900000	728	200000	726	200000	730	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1239	1115	991	1735	867	1357	1492	1560	1764	2035	250	100	300	100	250	7200000	3320
3323	±‰“Ï”¢’–	332	85	9	1	0	100	10	700	300000	-1	-1	724	900000	728	200000	726	200000	730	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1288	1159	1031	1804	902	1357	1492	1560	1764	2035	250	100	300	100	250	7200000	3320
3324	±‰“Ï”¢’–	332	85	9	1	0	100	10	700	300000	-1	-1	724	900000	728	200000	726	200000	730	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1337	1203	1070	1872	936	1357	1492	1560	1764	2035	250	100	300	100	250	7200000	3320
